date,channel,region,campaign,impressions,clicks,spend,conversions,revenue,ctr,cpc,conv_rate,roas,cpa
2024-11-18,Email,UK,Retargeting Q3,69022,2174,4000.16,47,13900.11,3.15,1.84,2.19,3.47,85.11
2024-11-18,Email,Spain,Seasonal Promo Q4,66446,1820,4914.0,61,5052.19,2.74,2.7,3.39,1.03,80.56
2024-11-18,Email,Italy,Brand Awareness Q1,70793,4530,3261.6,260,89138.16,6.4,0.72,5.76,27.33,12.54
2024-11-19,SEA,France,Product Launch Q2,68397,4500,5670.0,102,5246.26,6.58,1.26,2.27,0.93,55.59
2024-11-19,SEA,Germany,Seasonal Promo Q4,67097,758,2433.18,11,1810.77,1.13,3.21,1.58,0.74,221.2
2024-11-19,SEA,UK,Retargeting Q3,78008,3908,6565.44,164,50546.94,5.01,1.68,4.22,7.7,40.03
2024-11-19,SEA,Spain,Brand Awareness Q1,27171,1344,1720.32,66,24969.74,4.95,1.28,4.94,14.51,26.07
2024-11-19,SEA,Italy,Seasonal Promo Q4,50888,2228,4634.24,78,18386.41,4.38,2.08,3.51,3.97,59.41
2024-11-19,Display,France,Product Launch Q2,25095,936,1750.32,27,3291.88,3.73,1.87,2.98,1.88,64.83
2024-11-19,Display,Germany,Retargeting Q3,42751,658,2171.4,9,2330.01,1.54,3.3,1.47,1.07,241.27
2024-11-19,Display,UK,Seasonal Promo Q4,9618,643,1658.94,36,9816.84,6.69,2.58,5.61,5.92,46.08
2024-11-19,Display,Spain,Brand Awareness Q1,28265,1746,3299.94,95,25079.52,6.18,1.89,5.46,7.6,34.74
2024-11-19,Display,Italy,Brand Awareness Q1,56609,2558,2199.88,123,12611.51,4.52,0.86,4.81,5.73,17.89
2024-11-19,Social Ads,France,Product Launch Q2,65338,4939,6420.7,83,20255.61,7.56,1.3,1.7,3.15,77.36
2024-11-19,Social Ads,Germany,Product Launch Q2,32481,873,410.31,23,5062.67,2.69,0.47,2.65,12.34,17.84
2024-11-19,Social Ads,UK,Retargeting Q3,50379,513,1272.24,26,6023.84,1.02,2.48,5.17,4.73,48.93
2024-11-19,Social Ads,Spain,Retargeting Q3,61219,1138,887.64,37,3353.85,1.86,0.78,3.3,3.78,23.99
2024-11-19,Social Ads,Italy,Product Launch Q2,17049,397,1115.57,13,3873.18,2.33,2.81,3.48,3.47,85.81
2024-11-19,Email,France,Retargeting Q3,23870,575,1351.25,12,2658.31,2.41,2.35,2.16,1.97,112.6
2024-11-19,Email,Germany,Brand Awareness Q1,28579,2103,1114.59,115,34827.78,7.36,0.53,5.48,31.25,9.69
2024-11-19,Email,UK,Brand Awareness Q1,38112,876,1445.4,19,4149.64,2.3,1.65,2.19,2.87,76.07
2024-11-19,Email,Spain,Product Launch Q2,53446,2966,5042.2,121,32156.38,5.55,1.7,4.09,6.38,41.67
2024-11-19,Email,Italy,Retargeting Q3,49876,673,2045.92,17,4221.12,1.35,3.04,2.65,2.06,120.35
2024-11-20,SEA,France,Retargeting Q3,34651,2657,8449.26,133,6751.75,7.67,3.18,5.03,0.8,63.53
2024-11-20,SEA,Germany,Product Launch Q2,52040,3028,7993.92,113,25202.34,5.82,2.64,3.74,3.15,70.74
2024-11-20,SEA,UK,Retargeting Q3,56823,1744,4865.76,59,12455.86,3.07,2.79,3.44,2.56,82.47
2024-11-20,SEA,Spain,Brand Awareness Q1,64484,1315,2524.8,54,10681.01,2.04,1.92,4.13,4.23,46.76
2024-11-20,SEA,Italy,Brand Awareness Q1,21732,1103,529.44,28,2399.38,5.08,0.48,2.6,4.53,18.91
2024-11-20,Display,France,Retargeting Q3,36375,2033,752.21,23,3791.79,5.59,0.37,1.15,5.04,32.7
2024-11-20,Display,Germany,Retargeting Q3,10813,243,257.58,14,2066.71,2.25,1.06,5.87,8.02,18.4
2024-11-20,Display,UK,Product Launch Q2,18577,406,267.96,18,2042.57,2.19,0.66,4.65,7.62,14.89
2024-11-20,Display,Spain,Seasonal Promo Q4,9375,459,1280.61,16,2601.82,4.9,2.79,3.62,2.03,80.04
2024-11-20,Display,Italy,Brand Awareness Q1,12763,968,2613.6,44,6887.86,7.59,2.7,4.6,2.64,59.4
2024-11-20,Social Ads,France,Seasonal Promo Q4,37578,1638,5651.1,96,23678.39,4.36,3.45,5.87,4.19,58.87
2024-11-20,Social Ads,Germany,Brand Awareness Q1,73049,1782,3991.68,28,10708.65,2.44,2.24,1.62,2.68,142.56
2024-11-20,Social Ads,UK,Brand Awareness Q1,60607,4066,10734.24,78,14158.91,6.71,2.64,1.93,1.32,137.62
2024-11-20,Social Ads,Spain,Retargeting Q3,72615,762,2659.38,30,6186.92,1.05,3.49,3.98,2.33,88.65
2024-11-20,Social Ads,Italy,Retargeting Q3,18986,1019,458.55,33,7926.92,5.37,0.45,3.25,17.29,13.9
2024-11-20,Email,France,Seasonal Promo Q4,76364,3749,10309.75,83,4240.45,4.91,2.75,2.23,0.41,124.21
2024-11-20,Email,Germany,Brand Awareness Q1,41478,3272,5366.08,153,20036.64,7.89,1.64,4.7,3.73,35.07
2024-11-20,Email,UK,Retargeting Q3,17545,449,399.61,5,687.86,2.56,0.89,1.31,1.72,79.92
2024-11-20,Email,Spain,Seasonal Promo Q4,56863,1239,3692.22,31,1888.23,2.18,2.98,2.57,0.51,119.1
2024-11-20,Email,Italy,Product Launch Q2,6999,77,247.94,4,650.67,1.11,3.22,5.59,2.62,61.98
2024-11-21,SEA,France,Brand Awareness Q1,31799,2359,4765.18,35,3272.91,7.42,2.02,1.51,0.69,136.15
2024-11-21,SEA,Germany,Retargeting Q3,77798,5196,10703.76,245,56623.43,6.68,2.06,4.73,5.29,43.69
2024-11-21,SEA,UK,Seasonal Promo Q4,12596,836,543.4,46,6813.35,6.64,0.65,5.55,12.54,11.81
2024-11-21,SEA,Spain,Product Launch Q2,77526,4922,16587.14,176,54157.38,6.35,3.37,3.58,3.27,94.25
2024-11-21,SEA,Italy,Product Launch Q2,65882,981,1393.02,47,4000.18,1.49,1.42,4.85,2.87,29.64
2024-11-21,Display,France,Seasonal Promo Q4,33359,2068,3453.56,22,4264.43,6.2,1.67,1.08,1.23,156.98
2024-11-21,Display,Germany,Product Launch Q2,12976,714,1706.46,21,6676.8,5.51,2.39,3.01,3.91,81.26
2024-11-21,Display,UK,Brand Awareness Q1,16876,286,800.8,3,602.29,1.7,2.8,1.35,0.75,266.93
2024-11-21,Display,Spain,Product Launch Q2,18677,1479,3179.85,39,4955.98,7.92,2.15,2.68,1.56,81.53
2024-11-21,Display,Italy,Product Launch Q2,69235,1689,979.62,32,9274.0,2.44,0.58,1.95,9.47,30.61
2024-11-21,Social Ads,France,Product Launch Q2,68919,3066,1379.7,102,32730.27,4.45,0.45,3.33,23.72,13.53
2024-11-21,Social Ads,Germany,Product Launch Q2,68654,3439,8081.65,39,3281.18,5.01,2.35,1.14,0.41,207.22
2024-11-21,Social Ads,UK,Brand Awareness Q1,11664,847,974.05,47,10860.57,7.27,1.15,5.6,11.15,20.72
2024-11-21,Social Ads,Spain,Retargeting Q3,67497,1356,705.12,25,3615.14,2.01,0.52,1.91,5.13,28.2
2024-11-21,Social Ads,Italy,Retargeting Q3,21643,668,1362.72,37,5007.66,3.09,2.04,5.66,3.67,36.83
2024-11-21,Email,France,Brand Awareness Q1,47109,668,1068.8,17,1649.69,1.42,1.6,2.64,1.54,62.87
2024-11-21,Email,Germany,Brand Awareness Q1,48946,2946,2710.32,148,56094.65,6.02,0.92,5.04,20.7,18.31
2024-11-21,Email,UK,Brand Awareness Q1,21958,256,432.64,4,1456.33,1.17,1.69,1.79,3.37,108.16
2024-11-21,Email,Spain,Product Launch Q2,50296,2182,6284.16,127,7358.75,4.34,2.88,5.85,1.17,49.48
2024-11-21,Email,Italy,Brand Awareness Q1,46127,2707,6821.64,28,10989.37,5.87,2.52,1.06,1.61,243.63
2024-11-22,SEA,France,Retargeting Q3,79497,4157,11847.45,242,47200.67,5.23,2.85,5.84,3.98,48.96
2024-11-22,SEA,Germany,Brand Awareness Q1,41395,1345,1721.6,60,23976.85,3.25,1.28,4.52,13.93,28.69
2024-11-22,SEA,UK,Brand Awareness Q1,63623,1806,6302.94,21,3362.27,2.84,3.49,1.17,0.53,300.14
2024-11-22,SEA,Spain,Retargeting Q3,52390,3840,13094.4,215,80223.87,7.33,3.41,5.61,6.13,60.9
2024-11-22,SEA,Italy,Brand Awareness Q1,60027,2635,9117.1,27,8787.75,4.39,3.46,1.05,0.96,337.67
2024-11-22,Display,France,Product Launch Q2,20341,1242,2893.86,61,15890.28,6.11,2.33,4.99,5.49,47.44
2024-11-22,Display,Germany,Brand Awareness Q1,9644,720,201.6,15,2101.85,7.47,0.28,2.12,10.43,13.44
2024-11-22,Display,UK,Seasonal Promo Q4,44743,3181,4294.35,132,9009.94,7.11,1.35,4.15,2.1,32.53
2024-11-22,Display,Spain,Seasonal Promo Q4,7504,375,1117.5,18,2612.14,5.0,2.98,4.92,2.34,62.08
2024-11-22,Display,Italy,Retargeting Q3,52100,1651,1733.55,97,5310.07,3.17,1.05,5.88,3.06,17.87
2024-11-22,Social Ads,France,Seasonal Promo Q4,9903,114,290.7,2,351.15,1.16,2.55,2.27,1.21,145.35
2024-11-22,Social Ads,Germany,Seasonal Promo Q4,55468,2606,2345.4,121,28727.98,4.7,0.9,4.66,12.25,19.38
2024-11-22,Social Ads,UK,Product Launch Q2,51007,1117,1720.18,26,9446.14,2.19,1.54,2.41,5.49,66.16
2024-11-22,Social Ads,Spain,Product Launch Q2,41965,1582,1012.48,50,3559.08,3.77,0.64,3.22,3.52,20.25
2024-11-22,Social Ads,Italy,Brand Awareness Q1,74513,953,1667.75,25,1942.3,1.28,1.75,2.66,1.16,66.71
2024-11-22,Email,France,Retargeting Q3,27365,1551,853.05,78,13534.28,5.67,0.55,5.07,15.87,10.94
2024-11-22,Email,Germany,Retargeting Q3,12848,629,371.11,24,6253.96,4.9,0.59,3.83,16.85,15.46
2024-11-22,Email,UK,Brand Awareness Q1,36491,642,2118.6,20,6867.27,1.76,3.3,3.2,3.24,105.93
2024-11-22,Email,Spain,Seasonal Promo Q4,70176,1964,4497.56,86,18778.92,2.8,2.29,4.42,4.18,52.3
2024-11-22,Email,Italy,Brand Awareness Q1,55761,3986,11559.4,206,17619.8,7.15,2.9,5.17,1.52,56.11
2024-11-23,SEA,France,Seasonal Promo Q4,34976,2252,1621.44,50,12718.92,6.44,0.72,2.24,7.84,32.43
2024-11-23,SEA,Germany,Retargeting Q3,66841,942,1318.8,54,4583.2,1.41,1.4,5.82,3.48,24.42
2024-11-23,SEA,UK,Product Launch Q2,43341,1278,2760.48,30,9491.34,2.95,2.16,2.41,3.44,92.02
2024-11-23,SEA,Spain,Brand Awareness Q1,37937,2192,1052.16,94,12198.91,5.78,0.48,4.32,11.59,11.19
2024-11-23,SEA,Italy,Retargeting Q3,16536,1155,3257.1,61,16558.47,6.99,2.82,5.32,5.08,53.4
2024-11-23,Display,France,Seasonal Promo Q4,41575,2648,8685.44,105,31351.36,6.37,3.28,3.98,3.61,82.72
2024-11-23,Display,Germany,Retargeting Q3,47547,3732,1866.0,197,72970.18,7.85,0.5,5.3,39.11,9.47
2024-11-23,Display,UK,Retargeting Q3,74503,5490,11529.0,138,49842.1,7.37,2.1,2.53,4.32,83.54
2024-11-23,Display,Spain,Product Launch Q2,55395,1872,5073.12,69,25113.53,3.38,2.71,3.72,4.95,73.52
2024-11-23,Display,Italy,Seasonal Promo Q4,25272,1392,1600.8,65,21462.53,5.51,1.15,4.71,13.41,24.63
2024-11-23,Social Ads,France,Seasonal Promo Q4,78419,886,2976.96,42,9132.75,1.13,3.36,4.76,3.07,70.88
2024-11-23,Social Ads,Germany,Brand Awareness Q1,59796,3958,11953.16,132,16106.94,6.62,3.02,3.35,1.35,90.55
2024-11-23,Social Ads,UK,Seasonal Promo Q4,47156,1292,3914.76,35,8645.56,2.74,3.03,2.75,2.21,111.85
2024-11-23,Social Ads,Spain,Seasonal Promo Q4,21071,834,2493.66,32,5034.05,3.96,2.99,3.86,2.02,77.93
2024-11-23,Social Ads,Italy,Brand Awareness Q1,64995,2619,6521.31,78,5466.25,4.03,2.49,3.0,0.84,83.61
2024-11-23,Email,France,Product Launch Q2,20793,1083,3411.45,19,6526.71,5.21,3.15,1.82,1.91,179.55
2024-11-23,Email,Germany,Seasonal Promo Q4,49893,2514,5882.76,51,10552.59,5.04,2.34,2.05,1.79,115.35
2024-11-23,Email,UK,Brand Awareness Q1,7031,331,453.47,15,3099.37,4.72,1.37,4.76,6.83,30.23
2024-11-23,Email,Spain,Seasonal Promo Q4,8428,455,1360.45,14,4552.55,5.4,2.99,3.18,3.35,97.18
2024-11-23,Email,Italy,Seasonal Promo Q4,68561,905,1086.0,21,4323.2,1.32,1.2,2.39,3.98,51.71
2024-11-24,SEA,France,Brand Awareness Q1,19546,566,775.42,18,6238.93,2.9,1.37,3.25,8.05,43.08
2024-11-24,SEA,Germany,Retargeting Q3,22664,1763,6152.87,83,24404.01,7.78,3.49,4.75,3.97,74.13
2024-11-24,SEA,UK,Retargeting Q3,53303,4125,4290.0,99,27122.52,7.74,1.04,2.41,6.32,43.33
2024-11-24,SEA,Spain,Seasonal Promo Q4,65069,4353,2785.92,128,34620.88,6.69,0.64,2.95,12.43,21.76
2024-11-24,SEA,Italy,Retargeting Q3,38860,2972,3209.76,140,20185.25,7.65,1.08,4.73,6.29,22.93
2024-11-24,Display,France,Seasonal Promo Q4,49148,2934,6924.24,86,29386.72,5.97,2.36,2.95,4.24,80.51
2024-11-24,Display,Germany,Retargeting Q3,32593,876,1156.32,20,2286.21,2.69,1.32,2.36,1.98,57.82
2024-11-24,Display,UK,Seasonal Promo Q4,8458,676,2142.92,38,12278.61,8.0,3.17,5.76,5.73,56.39
2024-11-24,Display,Spain,Product Launch Q2,26043,1117,2926.54,18,4837.67,4.29,2.62,1.65,1.65,162.59
2024-11-24,Display,Italy,Brand Awareness Q1,67233,2501,3201.28,88,21534.35,3.72,1.28,3.54,6.73,36.38
2024-11-24,Social Ads,France,Seasonal Promo Q4,77787,3943,4337.3,224,23555.14,5.07,1.1,5.69,5.43,19.36
2024-11-24,Social Ads,Germany,Brand Awareness Q1,57832,670,1038.5,20,5270.89,1.16,1.55,3.12,5.08,51.92
2024-11-24,Social Ads,UK,Product Launch Q2,29562,1906,3125.84,102,14532.04,6.45,1.64,5.38,4.65,30.65
2024-11-24,Social Ads,Spain,Seasonal Promo Q4,42417,1009,1402.51,12,2624.17,2.38,1.39,1.28,1.87,116.88
2024-11-24,Social Ads,Italy,Retargeting Q3,18449,743,698.42,25,8083.13,4.03,0.94,3.48,11.57,27.94
2024-11-24,Email,France,Brand Awareness Q1,23293,687,377.85,41,10147.01,2.95,0.55,5.97,26.85,9.22
2024-11-24,Email,Germany,Seasonal Promo Q4,19640,732,2430.24,22,3669.28,3.73,3.32,3.14,1.51,110.47
2024-11-24,Email,UK,Brand Awareness Q1,27754,943,735.54,11,2044.56,3.4,0.78,1.18,2.78,66.87
2024-11-24,Email,Spain,Product Launch Q2,50702,2023,3580.71,26,6986.43,3.99,1.77,1.31,1.95,137.72
2024-11-24,Email,Italy,Product Launch Q2,32283,442,1065.22,4,288.64,1.37,2.41,1.11,0.27,266.3
2024-11-25,SEA,France,Seasonal Promo Q4,45353,3070,6477.7,52,19834.34,6.77,2.11,1.71,3.06,124.57
2024-11-25,SEA,Germany,Product Launch Q2,44275,1160,3410.4,36,12641.77,2.62,2.94,3.16,3.71,94.73
2024-11-25,SEA,UK,Retargeting Q3,41530,2226,1157.52,22,6464.62,5.36,0.52,1.02,5.58,52.61
2024-11-25,SEA,Spain,Retargeting Q3,20443,374,931.26,14,2172.58,1.83,2.49,3.86,2.33,66.52
2024-11-25,SEA,Italy,Brand Awareness Q1,10167,277,961.19,10,2436.54,2.73,3.47,3.71,2.53,96.12
2024-11-25,Display,France,Product Launch Q2,39493,1595,2201.1,43,16858.14,4.04,1.38,2.74,7.66,51.19
2024-11-25,Display,Germany,Brand Awareness Q1,8603,573,1678.89,21,7708.59,6.67,2.93,3.81,4.59,79.95
2024-11-25,Display,UK,Retargeting Q3,53161,2775,4079.25,87,17526.12,5.22,1.47,3.16,4.3,46.89
2024-11-25,Display,Spain,Product Launch Q2,25209,635,2114.55,15,1741.65,2.52,3.33,2.45,0.82,140.97
2024-11-25,Display,Italy,Product Launch Q2,68133,2384,7247.36,112,44700.66,3.5,3.04,4.73,6.17,64.71
2024-11-25,Social Ads,France,Retargeting Q3,74455,3357,4934.79,113,24607.93,4.51,1.47,3.37,4.99,43.67
2024-11-25,Social Ads,Germany,Product Launch Q2,77075,4169,5294.63,195,10413.98,5.41,1.27,4.68,1.97,27.15
2024-11-25,Social Ads,UK,Product Launch Q2,63792,2755,1790.75,136,54183.11,4.32,0.65,4.96,30.26,13.17
2024-11-25,Social Ads,Spain,Product Launch Q2,14780,563,776.94,32,5296.07,3.81,1.38,5.74,6.82,24.28
2024-11-25,Social Ads,Italy,Retargeting Q3,25701,1020,2284.8,17,5978.39,3.97,2.24,1.73,2.62,134.4
2024-11-25,Email,France,Seasonal Promo Q4,71981,1957,3405.18,58,14234.52,2.72,1.74,2.97,4.18,58.71
2024-11-25,Email,Germany,Retargeting Q3,68886,3526,3490.74,125,35387.89,5.12,0.99,3.55,10.14,27.93
2024-11-25,Email,UK,Seasonal Promo Q4,15388,1017,3071.34,59,12086.46,6.61,3.02,5.84,3.94,52.06
2024-11-25,Email,Spain,Brand Awareness Q1,67931,1902,5325.6,55,14619.1,2.8,2.8,2.92,2.75,96.83
2024-11-25,Email,Italy,Seasonal Promo Q4,43609,492,713.4,26,8437.32,1.13,1.45,5.36,11.83,27.44
2024-11-26,SEA,France,Seasonal Promo Q4,54925,1752,5185.92,42,13031.74,3.19,2.96,2.41,2.51,123.47
2024-11-26,SEA,Germany,Retargeting Q3,33888,515,978.5,8,1199.85,1.52,1.9,1.7,1.23,122.31
2024-11-26,SEA,UK,Product Launch Q2,15157,898,206.54,45,11176.77,5.93,0.23,5.03,54.11,4.59
2024-11-26,SEA,Spain,Product Launch Q2,41677,1146,2830.62,37,14649.5,2.75,2.47,3.28,5.18,76.5
2024-11-26,SEA,Italy,Product Launch Q2,60356,2142,4176.9,32,8547.63,3.55,1.95,1.5,2.05,130.53
2024-11-26,Display,France,Brand Awareness Q1,51871,1670,768.2,34,4187.41,3.22,0.46,2.05,5.45,22.59
2024-11-26,Display,Germany,Seasonal Promo Q4,15414,186,107.88,4,623.0,1.21,0.58,2.62,5.77,26.97
2024-11-26,Display,UK,Brand Awareness Q1,63054,4350,14572.5,63,7976.72,6.9,3.35,1.46,0.55,231.31
2024-11-26,Display,Spain,Retargeting Q3,11071,672,1720.32,39,11410.2,6.07,2.56,5.94,6.63,44.11
2024-11-26,Display,Italy,Brand Awareness Q1,79347,1848,5895.12,60,11711.91,2.33,3.19,3.26,1.99,98.25
2024-11-26,Social Ads,France,Seasonal Promo Q4,70492,5632,1239.04,322,95625.99,7.99,0.22,5.72,77.18,3.85
2024-11-26,Social Ads,Germany,Brand Awareness Q1,32932,1373,1345.54,54,18033.28,4.17,0.98,3.98,13.4,24.92
2024-11-26,Social Ads,UK,Retargeting Q3,15934,1097,3389.73,16,5734.36,6.89,3.09,1.49,1.69,211.86
2024-11-26,Social Ads,Spain,Product Launch Q2,79144,1741,1253.52,89,34961.2,2.2,0.72,5.14,27.89,14.08
2024-11-26,Social Ads,Italy,Seasonal Promo Q4,25878,1979,4808.97,45,17729.5,7.65,2.43,2.31,3.69,106.87
2024-11-26,Email,France,Seasonal Promo Q4,15137,372,543.12,8,2338.89,2.46,1.46,2.35,4.31,67.89
2024-11-26,Email,Germany,Retargeting Q3,57803,791,2547.02,20,1595.06,1.37,3.22,2.57,0.63,127.35
2024-11-26,Email,UK,Brand Awareness Q1,37709,1278,3297.24,66,22442.3,3.39,2.58,5.17,6.81,49.96
2024-11-26,Email,Spain,Retargeting Q3,13407,913,2328.15,10,3251.62,6.81,2.55,1.15,1.4,232.82
2024-11-26,Email,Italy,Brand Awareness Q1,49428,677,2132.55,32,11934.51,1.37,3.15,4.73,5.6,66.64
2024-11-27,SEA,France,Seasonal Promo Q4,79996,6087,13513.14,338,130715.22,7.61,2.22,5.56,9.67,39.98
2024-11-27,SEA,Germany,Retargeting Q3,12617,859,601.3,26,8402.18,6.81,0.7,3.03,13.97,23.13
2024-11-27,SEA,UK,Retargeting Q3,69801,5570,12254.0,172,59610.25,7.98,2.2,3.09,4.86,71.24
2024-11-27,SEA,Spain,Brand Awareness Q1,70853,4888,6354.4,85,18297.8,6.9,1.3,1.75,2.88,74.76
2024-11-27,SEA,Italy,Seasonal Promo Q4,40830,890,1085.8,47,14804.65,2.18,1.22,5.32,13.63,23.1
2024-11-27,Display,France,Seasonal Promo Q4,39531,2229,5527.92,68,6009.18,5.64,2.48,3.08,1.09,81.29
2024-11-27,Display,Germany,Seasonal Promo Q4,49238,3431,10636.1,160,16924.17,6.97,3.1,4.69,1.59,66.48
2024-11-27,Display,UK,Seasonal Promo Q4,19335,1266,1506.54,47,15324.71,6.55,1.19,3.79,10.17,32.05
2024-11-27,Display,Spain,Retargeting Q3,12276,439,895.56,25,6215.82,3.58,2.04,5.74,6.94,35.82
2024-11-27,Display,Italy,Seasonal Promo Q4,51415,3789,1288.26,70,15551.66,7.37,0.34,1.85,12.07,18.4
2024-11-27,Social Ads,France,Retargeting Q3,47742,3442,3682.94,160,13118.88,7.21,1.07,4.67,3.56,23.02
2024-11-27,Social Ads,Germany,Seasonal Promo Q4,41568,2589,5851.14,145,46111.98,6.23,2.26,5.62,7.88,40.35
2024-11-27,Social Ads,UK,Brand Awareness Q1,69708,4558,1185.08,168,49558.69,6.54,0.26,3.69,41.82,7.05
2024-11-27,Social Ads,Spain,Seasonal Promo Q4,13493,445,271.45,14,3207.81,3.3,0.61,3.19,11.82,19.39
2024-11-27,Social Ads,Italy,Brand Awareness Q1,28170,1090,1122.7,44,17506.86,3.87,1.03,4.09,15.59,25.52
2024-11-27,Email,France,Brand Awareness Q1,43445,868,355.88,40,11313.97,2.0,0.41,4.63,31.79,8.9
2024-11-27,Email,Germany,Brand Awareness Q1,43641,894,2851.86,9,3523.93,2.05,3.19,1.03,1.24,316.87
2024-11-27,Email,UK,Product Launch Q2,62558,3484,1219.4,127,46429.4,5.57,0.35,3.67,38.08,9.6
2024-11-27,Email,Spain,Seasonal Promo Q4,60828,2141,3768.16,93,11994.3,3.52,1.76,4.36,3.18,40.52
2024-11-27,Email,Italy,Seasonal Promo Q4,56306,2184,1201.2,27,3727.39,3.88,0.55,1.24,3.1,44.49
2024-11-28,SEA,France,Seasonal Promo Q4,15949,519,155.7,18,987.59,3.26,0.3,3.47,6.34,8.65
2024-11-28,SEA,Germany,Brand Awareness Q1,50595,3187,1816.59,150,53730.33,6.3,0.57,4.71,29.58,12.11
2024-11-28,SEA,UK,Retargeting Q3,63822,4716,9573.48,89,13294.99,7.39,2.03,1.9,1.39,107.57
2024-11-28,SEA,Spain,Seasonal Promo Q4,52525,2206,1191.24,91,33883.12,4.2,0.54,4.13,28.44,13.09
2024-11-28,SEA,Italy,Product Launch Q2,10995,443,801.83,19,4967.35,4.03,1.81,4.44,6.2,42.2
2024-11-28,Display,France,Product Launch Q2,28183,1372,1330.84,53,4826.29,4.87,0.97,3.93,3.63,25.11
2024-11-28,Display,Germany,Seasonal Promo Q4,6398,489,1051.35,8,1414.66,7.65,2.15,1.76,1.35,131.42
2024-11-28,Display,UK,Seasonal Promo Q4,28161,1751,3939.75,64,7596.65,6.22,2.25,3.67,1.93,61.56
2024-11-28,Display,Spain,Product Launch Q2,41751,2713,1030.94,98,24664.79,6.5,0.38,3.62,23.92,10.52
2024-11-28,Display,Italy,Seasonal Promo Q4,10890,372,792.36,8,1202.41,3.42,2.13,2.34,1.52,99.04
2024-11-28,Social Ads,France,Brand Awareness Q1,56259,2891,8673.0,171,40839.05,5.14,3.0,5.94,4.71,50.72
2024-11-28,Social Ads,Germany,Brand Awareness Q1,28116,1602,1201.5,76,25016.09,5.7,0.75,4.78,20.82,15.81
2024-11-28,Social Ads,UK,Brand Awareness Q1,74745,1876,975.52,20,4915.47,2.51,0.52,1.07,5.04,48.78
2024-11-28,Social Ads,Spain,Seasonal Promo Q4,24493,857,2502.44,10,744.52,3.5,2.92,1.19,0.3,250.24
2024-11-28,Social Ads,Italy,Brand Awareness Q1,27072,1629,4284.27,48,6448.09,6.02,2.63,2.99,1.51,89.26
2024-11-28,Email,France,Brand Awareness Q1,34685,2535,8264.1,103,37054.19,7.31,3.26,4.1,4.48,80.23
2024-11-28,Email,Germany,Seasonal Promo Q4,46686,868,1432.2,25,1922.78,1.86,1.65,2.89,1.34,57.29
2024-11-28,Email,UK,Seasonal Promo Q4,24880,1960,3018.4,98,16809.64,7.88,1.54,5.03,5.57,30.8
2024-11-28,Email,Spain,Seasonal Promo Q4,30278,1120,3875.2,18,3166.39,3.7,3.46,1.66,0.82,215.29
2024-11-28,Email,Italy,Product Launch Q2,72296,3195,10415.7,161,42921.04,4.42,3.26,5.05,4.12,64.69
2024-11-29,SEA,France,Brand Awareness Q1,47759,3395,4719.05,170,67653.12,7.11,1.39,5.03,14.34,27.76
2024-11-29,SEA,Germany,Seasonal Promo Q4,55752,2954,768.04,94,31044.89,5.3,0.26,3.2,40.42,8.17
2024-11-29,SEA,UK,Brand Awareness Q1,31778,2148,6852.12,114,25570.91,6.76,3.19,5.31,3.73,60.11
2024-11-29,SEA,Spain,Brand Awareness Q1,75230,5567,12804.1,135,12290.7,7.4,2.3,2.44,0.96,94.85
2024-11-29,SEA,Italy,Retargeting Q3,11670,639,1047.96,16,2440.09,5.48,1.64,2.61,2.33,65.5
2024-11-29,Display,France,Brand Awareness Q1,36568,2545,6846.05,125,16375.43,6.96,2.69,4.95,2.39,54.77
2024-11-29,Display,Germany,Seasonal Promo Q4,5762,169,67.6,7,1117.29,2.94,0.4,4.51,16.53,9.66
2024-11-29,Display,UK,Brand Awareness Q1,5171,308,680.68,16,4320.81,5.96,2.21,5.26,6.35,42.54
2024-11-29,Display,Spain,Brand Awareness Q1,55307,1620,4941.0,71,15237.22,2.93,3.05,4.42,3.08,69.59
2024-11-29,Display,Italy,Retargeting Q3,42306,1260,3931.2,74,20158.22,2.98,3.12,5.89,5.13,53.12
2024-11-29,Social Ads,France,Brand Awareness Q1,77672,5242,2044.38,175,16497.41,6.75,0.39,3.35,8.07,11.68
2024-11-29,Social Ads,Germany,Brand Awareness Q1,25946,1800,2880.0,51,20360.51,6.94,1.6,2.84,7.07,56.47
2024-11-29,Social Ads,UK,Retargeting Q3,11260,364,829.92,4,1395.96,3.24,2.28,1.25,1.68,207.48
2024-11-29,Social Ads,Spain,Brand Awareness Q1,69348,2288,4095.52,126,28700.27,3.3,1.79,5.51,7.01,32.5
2024-11-29,Social Ads,Italy,Product Launch Q2,76033,2265,4077.0,25,2649.24,2.98,1.8,1.12,0.65,163.08
2024-11-29,Email,France,Product Launch Q2,70716,2319,486.99,42,6726.59,3.28,0.21,1.82,13.81,11.6
2024-11-29,Email,Germany,Retargeting Q3,6723,241,159.06,8,604.31,3.59,0.66,3.68,3.8,19.88
2024-11-29,Email,UK,Seasonal Promo Q4,12351,224,288.96,5,391.09,1.82,1.29,2.26,1.35,57.79
2024-11-29,Email,Spain,Retargeting Q3,77464,3540,8566.8,208,35554.33,4.57,2.42,5.9,4.15,41.19
2024-11-29,Email,Italy,Retargeting Q3,21001,516,1578.96,24,2211.06,2.46,3.06,4.73,1.4,65.79
2024-11-30,SEA,France,Product Launch Q2,16507,757,1044.66,11,1664.55,4.59,1.38,1.46,1.59,94.97
